186;302	3;891717742
378;1074	3;880332802
276;39	3;874790995
409;180	5;881107155
480;249	1;891207975
432;288	5;889416456
881;202	4;876537825
218;204	3;877488692
763;607	4;878917850
344;83	4;884901503
627;520	5;879529916
488;215	5;891294742
93;276	2;888705257
624;117	3;879792446
796;151	5;893218765
776;432	1;891628977
679;294	1;884312763
922;71	4;891448580
466;173	3;890285762
95;399	4;880572449
671;1109	2;883546677
804;692	5;879442122
870;154	4;876319311
236;510	3;890118543
870;988	2;875050439
476;90	3;883364433
749;98	5;878847404
899;471	4;884120007
921;190	2;884673602
916;727	4;880845049
809;302	5;891036743
857;116	5;883432663
311;91	3;884366439
542;42	3;886532726
271;472	2;886106165
504;729	5;887832571
918;190	5;891986720
459;619	4;879563169
435;685	2;884134345
943;62	3;888640003
706;273	3;880997142
934;388	3;891197678
666;195	3;880314272
303;636	3;879484695
279;450	4;889326161
608;303	4;880402983
796;484	5;892675528
912;496	4;875965939
929;271	2;880817603
916;134	5;880844123
940;95	5;885921800
906;628	5;879435551
912;143	5;875966694
94;636	4;891721351
857;988	2;883432423
666;153	4;880314103
889;190	3;880177994
125;1170	1;892838591
880;254	2;880167599
936;14	4;886832373
245;151	3;888513279
608;23	5;880403239
28;31	4;881956082
709;214	1;879846922
504;205	3;887909299
773;61	5;888538908
177;174	4;880130990
545;175	4;879899641
743;269	4;881277267
504;476	5;887831447
789;137	2;880332189
665;188	4;884293366
616;349	4;891224748
927;41	4;879195407
622;174	4;882592559
889;17	4;880181910
912;423	5;875966694
712;401	3;874957027
870;697	4;875050603
174;99	3;886515457
793;293	4;875104091
619;96	5;885954083
506;529	3;874873615
103;294	4;880416515
857;283	5;883432633
393;288	3;887741960
728;304	4;879442794
540;280	3;882157797
280;3	2;891702406
361;603	5;879441215
936;249	5;886832808
407;739	3;876344062
709;431	5;879848511
919;1012	4;875289611
345;974	3;884991581
633;77	3;877212173
880;734	3;880175240
851;881	3;875729751
766;672	3;891310824
64;234	4;889737800
627;28	3;879529987
684;67	3;878762144
804;432	3;879441677
447;25	4;878854630
815;65	5;878694664
603;222	4;891955922
632;693	2;879458692
804;265	4;879445037
788;270	2;880867855
804;173	4;879442412
885;946	3;885714933
791;9	5;879448314
918;179	2;891988337
894;744	3;880416072
393;398	4;889731753
618;99	3;891308019
870;471	4;885071869
156;157	4;888185906
498;9	2;881954931
931;116	4;891036734
889;97	3;880178748
924;202	4;886760020
600;373	3;888452490
749;9	3;878846903
218;663	3;877488492
592;1258	1;882608960
880;88	3;880174705
940;174	4;885921310
623;202	1;891034620
709;1218	4;879846623
321;603	5;879438607
128;468	1;879968243
437;121	3;881001766
878;317	4;880866054
541;110	4;883866114
766;402	3;891310565
721;323	3;877137598
880;405	4;880167328
870;641	4;875050524
700;169	3;884493862
94;1009	4;891722845
71;52	4;877319567
128;229	2;879968071
712;66	5;874729816
870;192	5;889717102
417;268	4;879649657
664;611	5;878090705
334;1202	4;891544680
757;175	3;888445551
684;1301	3;878760019
937;297	4;876769436
487;431	3;883529593
846;179	5;883948571
805;772	3;881698881
411;8	3;891035761
825;235	3;880756678
409;475	4;881107750
827;301	4;882201885
648;197	3;884628644
459;105	4;879563819
423;339	2;891394788
881;106	4;879052493
437;511	5;880141962
434;15	3;886724453
671;17	4;883546889
757;276	4;888444181
572;14	4;879449683
586;218	3;884060705
764;89	4;876245837
815;650	2;878696213
911;404	3;892840950
433;205	3;880585730
751;179	4;889298074
940;319	2;884800944
184;238	4;889909069
504;185	5;887838624
299;1300	2;877878382
347;123	3;881654301
870;302	4;878737704
846;143	5;883948804
678;515	4;879544782
751;215	4;889133334
674;539	1;887763151
134;269	3;891732122
215;181	4;891435597
11;8	4;891904949
624;307	3;891961056
815;631	4;887978234
880;365	2;880242660
751;117	4;889132269
788;79	4;880868559
763;730	5;878923456
654;291	4;887863914
796;316	5;892610692
880;768	2;880242848
665;126	4;884290751
135;554	3;879858003
659;241	3;891387121
788;363	2;880871088
817;289	2;874815789
435;549	3;884132588
85;515	5;879829265
543;463	3;874864034
443;175	2;883505396
912;482	5;875965939
815;163	4;878695841
911;204	4;892839930
592;1016	4;882608145
707;200	2;886286491
627;1478	3;879530967
700;73	3;884494380
198;526	4;884208273
326;178	5;879875175
788;436	3;880871127
622;1407	1;882672922
880;719	3;880174961
908;488	4;879722642
846;23	4;883948089
666;273	3;880313292
913;530	2;881367312
771;304	5;886640562
788;97	3;880868235
373;1530	2;877107138
908;479	4;879723022
943;1011	2;875502560
571;484	4;883354992
916;154	4;880844552
630;357	3;885668090
542;95	3;886533562
812;678	4;877625294
642;136	3;885602232
885;196	3;885714201
889;512	5;880181372
398;705	5;875658898
707;4	3;886286170
621;1035	4;880739654
313;511	4;891013742
429;25	4;882385985
178;283	5;882823784
860;285	5;885990901
577;196	5;880474357
389;521	3;879991330
663;276	3;889492435
504;629	4;887841136
712;1221	4;874956641
806;1016	1;882386110
435;2	4;884132619
924;1	5;884371535
931;515	5;891036506
881;276	5;876536079
802;261	3;875985032
919;1109	3;875373824
318;692	4;884495561
364;268	3;875931309
666;116	4;880313270
429;1076	2;882387350
671;181	5;875388719
804;163	3;879445579
889;55	4;880181191
378;292	3;882136243
299;785	2;889502865
894;753	5;882404278
347;180	5;881654101
707;921	4;886286361
899;527	4;884121767
632;679	4;879459321
571;191	4;883354761
921;651	3;884673891
550;313	5;883425610
775;690	3;891033022
851;264	2;890343477
919;326	3;875288304
385;504	4;879442360
456;580	4;881374767
695;268	5;888805864
396;472	5;884646647
943;549	1;888639772
880;625	4;880242933
429;469	4;882386751
500;443	4;883873679
878;197	4;880866971
85;204	4;879828821
717;333	4;884641681
554;1046	4;876550526
934;1037	1;891197344
815;434	3;878696619
927;1089	5;879177457
788;68	3;880869819
548;233	5;891044596
186;55	4;879023556
921;422	3;879380957
771;181	4;880659653
796;12	5;892662483
77;121	2;884733261
894;107	3;880993709
109;144	4;880572560
588;755	3;890025797
368;448	3;889783365
684;66	4;878762033
889;248	4;880176984
618;470	3;891308615
215;208	4;891436202
766;234	4;891309558
551;1304	1;892783942
279;805	3;879573022
314;173	1;877889359
922;568	3;891450524
940;549	2;885921915
643;474	5;891446955
456;747	4;881374331
6;464	2;883601365
624;293	4;879792623
705;625	5;883427691
710;185	4;882064321
659;234	4;891384798
805;209	4;881684202
905;475	3;884984329
751;144	4;889133219
389;182	5;879991175
912;602	5;875965981
940;474	3;885921687
766;747	5;891310210
666;405	2;880313662
500;31	4;883875092
622;721	4;882670610
924;277	3;889286765
663;318	4;889493576
524;230	3;884636907
764;673	4;876246504
198;71	3;884208419
625;204	3;891999874
924;228	4;886327826
757;515	5;888444007
370;650	5;879435369
905;313	4;884982870
665;154	3;884294025
881;506	4;876539020
894;751	3;885427971
643;179	4;891447901
707;305	5;879439188
240;340	4;885775710
746;62	3;885075434
331;467	3;877196702
634;515	4;877018346
429;506	4;882386711
749;1139	3;878850084
886;803	2;876033015
881;523	4;876537825
286;189	3;877533296
709;546	4;879848475
453;750	4;888201942
899;410	1;884122535
918;170	4;891987205
666;1013	3;880314029
712;94	4;874957005
899;188	2;884121720
429;111	2;882386532
308;550	4;887738847
568;199	3;877906935
429;167	3;882386629
911;203	4;892841196
654;689	3;887863194
831;748	2;891354297
73;197	5;888625934
447;200	3;878855963
506;836	4;874875062
902;176	5;879465834
458;302	5;886394314
605;215	3;879426163
559;70	3;891035917
856;688	2;891489666
934;629	4;891191334
43;102	4;875981483
354;185	3;891218068
881;121	5;876536391
630;123	4;885668203
922;94	3;891449333
437;203	1;880140978
788;503	4;880869984
443;748	4;883505171
374;55	2;880394929
684;217	2;875811965
588;1091	4;890027865
543;212	4;875659175
880;87	4;880241913
796;483	5;892663044
798;491	4;875743196
487;385	4;883530454
387;521	3;886483906
732;322	3;882590201
919;471	3;875289638
385;234	1;879445493
271;97	5;885848736
709;672	2;879848239
860;286	4;874967063
870;385	3;879714159
524;515	4;884637409
303;236	4;879468274
934;88	4;891194866
141;1280	1;887424890
627;289	2;879530899
940;4	2;885922040
643;629	3;891450168
714;1028	4;892777877
913;656	3;881726004
666;127	5;880139180
265;284	4;875320689
327;305	5;887820828
94;238	5;891721168
677;151	4;889399431
588;239	5;890025704
889;178	5;880178078
894;45	4;882404250
538;172	4;877107765
880;1478	3;880242547
804;64	5;879442001
62;217	2;879376387
291;64	5;874867994
642;51	5;886132172
919;741	3;875288805
796;724	2;893047241
684;265	4;878759435
697;127	5;882622481
717;685	4;884642581
276;179	5;874791102
221;246	5;875244457
286;455	1;889652378
600;182	4;888451750
916;298	3;880843334
389;135	2;879990996
121;257	5;891390014
622;248	4;882590420
634;15	4;875729436
913;183	4;880757553
889;652	5;880180784
940;317	4;885921577
751;399	3;889298912
798;377	3;875639061
64;463	4;889739212
938;595	2;891357042
373;528	3;877104115
871;258	5;888192970
593;949	2;875672949
879;127	5;887761249
576;294	3;886960098
940;751	3;884801227
674;751	3;887762398
663;696	3;889492877
634;933	3;877017951
668;367	5;881605587
800;751	4;887646980
186;294	3;879024099
881;175	2;876537418
37;578	3;880916010
695;903	4;888806082
911;102	3;892840889
216;496	5;880233635
934;208	5;891191258
506;710	5;874874151
517;237	1;892659923
721;84	3;877147675
291;1489	2;875086766
738;260	2;875348571
669;269	3;891517159
735;277	3;876698604
664;1098	3;876526152
453;273	4;877552678
592;410	5;882608402
919;144	4;875373889
927;560	2;879191978
697;1089	3;882621958
632;64	5;879457525
299;642	4;877881276
303;783	2;879543756
663;173	3;889493818
712;230	3;874730467
842;754	1;891218251
889;185	4;880180266
397;58	5;885349202
203;237	3;880434411
671;210	5;884035892
709;79	3;879846440
893;1215	3;874829287
542;952	4;886533193
276;407	2;874792310
912;318	4;875966385
846;505	5;883948343
871;435	3;888193336
608;286	4;880402272
240;307	4;885775683
717;250	1;884715146
297;248	3;874954814
560;249	5;879976247
588;107	5;890030781
453;797	1;888206339
591;1041	2;891031644
796;775	2;893047691
413;307	2;879968794
912;197	5;875966429
846;1035	4;883949771
569;7	4;879793909
899;385	3;884121612
215;172	4;891435394
943;181	4;875409978
764;95	5;876246475
764;591	3;876243572
697;284	5;882622581
788;427	2;880868316
125;168	5;879454793
934;709	3;891196314
642;318	2;885602369
557;875	4;881179291
671;679	3;884036050
916;427	4;880844654
500;483	4;883874039
938;105	1;891357137
931;1022	1;891036003
479;273	4;879459909
889;1195	3;880182317
156;655	3;888185677
622;8	4;882592421
314;1053	5;877891490
809;258	3;891036903
796;301	1;892611903
771;768	4;880659867
671;176	2;883546120
280;112	3;891702485
167;1200	4;892738384
846;427	4;883948948
435;76	3;884131328
889;154	4;880180612
374;443	5;880937735
622;665	2;882671769
576;255	3;887081086
815;616	1;878697189
406;88	2;880131608
712;38	4;874730553
894;307	3;880415834
943;412	2;875501856
559;661	3;891034040
918;737	3;891988123
916;2	3;880845391
545;431	3;879899472
114;153	3;881309622
878;70	3;880868035
804;180	4;879442348
501;979	3;883348308
749;584	3;878848483
738;408	5;875349584
666;1154	3;880567658
591;216	4;891031426
542;393	3;886533142
437;94	4;881001436
855;86	2;879825462
842;751	4;891218192
916;317	4;880845098
796;178	3;892662223
663;56	5;889493502
297;181	4;875410178
748;328	4;879454208
746;281	3;885075434
92;118	2;875640512
393;249	3;887744373
2;304	4;888979197
85;921	3;879827989
505;584	4;889334067
625;283	3;891629673
707;648	4;886285824
922;173	5;891448040
658;471	4;875145879
886;663	4;876032823
815;69	4;878694106
303;97	5;879468459
554;15	4;876231964
805;1054	3;881705637
738;200	3;875350086
634;285	4;875728872
880;124	5;880166847
722;100	4;891280894
577;174	5;880475043
894;327	4;881625708
374;278	2;880393754
885;383	2;885713939
924;121	4;886760071
184;1101	4;889909515
710;419	4;882063766
796;451	5;893047167
878;116	2;880869638
773;1071	2;888539662
342;149	5;874984788
409;289	1;881105077
498;134	3;881956498
796;516	4;893048115
788;591	3;880869469
898;242	4;888294441
240;748	3;885775831
927;780	1;879195783
417;49	3;880951737
1;149	2;878542791
291;195	4;874835165
825;181	4;880756224
70;91	3;884068138
632;196	3;879457064
625;294	3;891536483
76;182	4;882606392
618;568	4;891309409
936;181	4;886832596
417;180	5;879647604
805;288	1;881695244
43;845	5;883955547
718;831	3;883349663
364;687	1;875931561
751;367	4;889133950
885;189	5;885714820
749;141	4;878848217
447;79	3;878856110
314;419	4;877889039
773;265	2;888540146
675;286	4;889488431
452;945	4;888323595
831;83	4;891354848
936;333	3;886831415
805;94	1;881705412
894;748	3;879896233
248;806	3;884534772
460;321	3;882910510
632;1183	2;879458142
773;121	2;888540163
735;676	3;876698837
707;347	5;886285277
943;184	5;888639247
798;781	2;875639061
872;763	3;888479405
417;713	2;879646052
634;1049	2;877018004
94;746	4;891721716
498;234	4;881957625
487;67	3;884050247
666;640	4;880314477
36;261	5;882157581
407;491	4;875550328
800;292	5;887646979
741;692	1;891019587
203;879	4;880433474
851;619	4;875730629
62;207	3;879375676
665;418	4;884294611
347;249	5;881652683
764;117	5;876244991
342;88	1;875320644
870;195	4;875050602
162;122	2;877636300
666;499	4;880139562
592;15	5;882608457
649;181	4;891440309
666;310	5;880313163
715;158	2;875965035
934;121	3;891189819
934;771	3;891196950
743;276	5;881277855
684;756	4;875811455
927;230	5;879199250
624;845	3;879793129
916;22	4;880844627
327;168	4;887820828
870;28	4;875680258
554;179	3;876369785
663;9	2;889492435
356;258	5;891406040
478;946	2;889396917
825;245	5;882109193
684;8	5;878761120
880;678	3;880166662
817;327	4;874815593
692;208	4;876953340
121;50	5;891390014
671;686	3;884036365
648;62	5;884882916
785;183	5;879439232
721;582	3;877140490
8;336	3;879361664
934;210	4;891191206
664;321	3;876526179
323;847	3;878739225
564;298	3;888730534
707;618	3;886288282
739;318	4;886958831
586;183	4;884059196
435;39	3;884131822
501;100	4;883347799
657;111	5;884239368
743;302	5;881277267
648;7	3;882211109
642;173	5;885602314
798;1066	2;876175427
906;307	3;879434378
788;554	3;880870257
919;193	2;875373471
387;239	1;886483970
741;239	2;891456040
94;357	5;891720921
666;213	4;880139120
825;250	5;880755693
435;420	4;884132561
796;554	2;893048713
880;815	4;893028814
707;527	5;880061699
872;925	4;888479654
478;283	4;889388137
913;273	3;881037670
666;98	4;880139381
757;665	3;888466652
580;866	4;884125856
916;4	4;880844395
889;435	4;880179536
757;257	4;888444400
731;283	4;886182367
669;323	1;891182792
927;67	4;879190473
934;675	4;891192285
924;742	3;886065661
460;137	5;882912418
677;243	3;889399113
592;58	5;882956388
943;655	4;888639269
66;535	4;883602044
943;96	4;888638920
436;840	3;887771997
709;402	3;879849185
924;173	5;885458060
898;286	2;888294408
648;1033	2;882212288
44;625	3;878348691
938;1012	5;891356500
921;1034	3;879380457
346;88	4;874949380
176;458	4;886048305
391;187	4;877399030
598;690	3;886710735
739;465	1;886959039
409;705	2;881109175
57;988	4;883696785
654;269	4;889451420
886;1435	3;876034174
23;154	3;874785552
389;603	5;880086943
524;311	4;884287428
500;16	4;883865462
943;373	3;888640275
605;619	4;880762205
880;421	2;880243204
560;151	3;879976542
880;689	4;880166577
921;755	4;884673910
911;835	3;892838405
872;977	3;888479737
707;381	3;886286457
885;237	5;885715151
422;302	3;877162650
763;222	5;878918406
878;481	5;880870854
398;96	4;875716709
542;181	4;886532359
717;299	4;884641743
884;475	4;876858914
417;743	2;880953053
674;313	5;887762296
899;934	3;884120603
630;535	4;885667624
796;281	4;893194929
776;866	3;892313273
659;70	4;891383412
703;322	3;875242336
707;317	3;886286433
659;315	3;891044991
676;750	4;892685252
57;323	3;883696709
913;210	2;880826706
251;79	5;886271733
916;135	4;880844552
880;21	2;880174961
916;50	5;880843436
728;116	4;879443291
812;245	2;877625367
911;240	1;892840297
643;159	3;891449345
286;250	4;876521887
679;322	3;884312763
659;708	3;891386641
455;550	4;879112700
830;265	5;891561607
934;179	2;891191600
754;237	3;879451805
524;82	4;884636583
452;179	5;875265368
919;246	3;875288523
734;487	4;891025498
712;1503	4;874730235
715;28	5;875963242
393;125	4;887744239
317;260	4;891446887
597;151	4;875342314
919;717	3;875288805
697;975	1;882622044
889;226	2;880182016
85;1113	2;879454981
608;735	4;880406799
894;311	4;880993317
318;275	4;884470718
815;614	3;878695964
707;638	4;886286361
894;1379	4;879896673
918;64	4;891987025
860;311	4;882120528
872;350	3;888478840
749;740	3;878847716
751;382	3;889298463
684;483	5;878576905
804;123	4;879443645
551;209	5;892777123
313;232	3;891014957
886;1231	3;876033828
938;300	3;891350008
712;417	4;874729750
669;482	4;892550170
389;1121	4;879991485
805;806	4;881698175
406;513	5;879445378
342;1012	4;874984639
215;54	4;891436607
551;1253	2;892784629
303;993	2;879544576
303;514	5;879466667
684;411	3;875811455
314;949	4;877890428
704;173	4;891397058
692;411	4;876954021
159;591	4;880557060
731;482	3;886184770
588;380	3;890028987
806;521	3;882387595
889;71	3;880180849
931;312	4;891036105
894;471	4;880416314
846;69	5;883947500
622;1060	3;882671160
718;685	4;883349301
805;195	3;881694693
458;845	3;886394527
42;111	1;881105931
489;299	2;891447522
408;272	4;889679683
858;690	3;879459087
436;925	4;887770507
889;150	5;880176984
435;472	2;884133466
894;275	4;882404137
703;123	4;875242787
435;501	3;884132266
334;761	2;891549718
326;520	5;879875151
805;568	3;881694854
314;756	3;877886641
926;300	3;888351623
889;734	3;880182815
577;768	3;880474787
557;246	5;880485693
504;364	2;887912382
44;328	4;878340848
870;79	4;879270313
721;991	3;877137214
659;479	5;891383412
176;340	5;886046979
893;411	3;874829056
731;66	4;886184577
573;179	4;885844091
738;659	4;875350804
664;53	3;876526580
721;678	3;877137527
721;423	5;877141373
902;294	2;879463212
453;120	1;877553678
878;517	4;880866687
918;638	4;891987267
8;510	4;879362233
301;69	5;882076682
798;1469	3;876175427
573;286	3;885843476
409;538	3;881104756
56;225	2;892910292
679;50	5;884486758
191;315	5;891560253
314;1217	2;877891638
648;205	3;884628607
889;327	3;880176620
731;207	4;886182827
524;708	4;884636645
286;274	2;876521917
913;302	4;880794297
429;596	3;882385808
291;223	5;874867912
479;137	4;889125448
341;299	5;890757745
676;687	1;892685803
345;38	2;884993830
487;720	4;884036466
721;660	5;877147616
763;1101	3;878918486
432;827	3;889416570
748;234	4;879454475
712;588	4;874956515
918;213	5;891988054
291;27	3;874835024
751;558	3;889298216
387;175	5;886479771
665;98	4;884293569
1;43	4;878542869
178;993	5;882824592
592;1022	5;885280183
668;50	5;881605642
666;194	3;880139348
943;127	5;875501774
926;288	3;888636202
121;12	5;891390014
707;882	4;879439382
851;125	4;875730826
625;751	4;891536426
880;435	4;880167778
880;1013	3;880167355
697;815	3;882622430
334;187	4;891547107
870;186	4;875680186
41;194	3;890687242
666;7	4;880313329
231;866	3;879965961
643;197	4;891446983
586;288	4;884057861
918;606	4;891987132
291;785	4;875086308
286;123	5;876521586
902;480	5;879465711
788;1112	3;880870428
773;154	5;888539471
889;271	3;880176573
715;222	3;875962227
710;135	5;882064041
325;176	3;891478455
802;299	4;875986155
918;16	4;891988560
627;665	3;879531459
878;99	4;880870130
452;481	5;885544110
634;109	4;877017810
718;750	3;883449953
927;125	4;879177298
433;457	1;880585554
793;129	4;875104067
804;1210	2;879447476
880;100	5;880166966
43;4	4;875981421
922;50	5;891447447
937;224	4;876769480
569;325	1;879793149
703;300	4;875242077
805;719	4;881705389
776;479	4;891813013
303;997	2;879544219
188;455	4;875075432
308;546	3;887740500
751;111	3;889132657
459;455	2;879563392
722;628	4;891280894
533;215	4;879438941
557;176	4;880486028
524;796	3;884636958
740;302	5;879523187
927;739	3;879191360
687;313	5;884651420
938;873	3;891356085
870;949	3;881001249
77;156	4;884733621
885;451	2;885713716
378;531	4;880045520
829;124	4;892312784
749;357	4;878847862
303;83	5;879467607
81;116	3;876533504
92;707	4;875653162
902;181	3;879464783
325;616	4;891477924
62;167	2;879376727
301;117	5;882074584
709;209	3;879846332
815;252	2;884267891
806;168	4;882387595
54;823	2;880938088
889;546	4;880177435
271;9	4;885847738
894;1381	3;880993766
705;62	5;883428178
885;278	3;885715468
764;1	4;876244181
889;95	4;880178342
749;99	5;878847804
128;186	5;879966895
831;1012	4;891354970
648;121	5;882211654
597;688	4;875339132
902;304	3;879464257
899;283	4;884121424
846;1004	3;883950791
276;902	4;890979199
677;742	4;889399139
748;132	3;879454998
893;172	5;874829883
290;385	4;880474716
422;859	3;879744218
870;527	5;875679687
830;210	5;891561607
87;222	4;879875940
871;345	3;888192859
659;159	4;891386540
622;98	5;882669449
524;203	4;884634819
517;25	2;892659923
880;111	4;880167132
671;455	4;884035775
533;936	4;889450822
924;258	3;884336994
430;235	2;877225727
551;1044	3;892785223
8;222	5;879362356
936;547	5;886833795
8;431	2;879362356
906;10	4;879435339
894;900	3;887044070
407;184	4;875044473
943;1074	4;888640250
675;1628	5;889489837
666;216	3;880139642
806;181	2;882384988
624;321	4;879791962
666;143	2;880568064
806;210	5;882387520
749;164	3;878848866
753;185	3;891401410
734;603	4;891022958
725;333	5;876106729
798;1239	4;875915965
805;1	4;881695527
665;1	4;884290491
429;147	2;882385859
303;121	3;879485016
825;406	2;889021208
479;357	4;889125798
542;12	4;886533774
924;705	5;885457858
478;195	4;889396509
297;144	3;875238778
804;168	5;879442377
592;196	5;882955978
501;294	3;883346694
796;859	2;893218622
893;144	4;874830101
697;1047	3;882622228
345;238	5;884916495
666;963	3;880139090
674;289	2;887763151
796;307	4;892611799
871;908	3;888192745
721;245	3;877137527
916;295	2;880843551
301;658	3;882076463
409;923	5;881107410
889;470	4;880180554
354;747	2;891307069
664;83	4;876524869
632;609	3;879459677
846;184	5;883949697
669;132	4;891260519
506;79	5;874874054
894;535	4;879896920
638;385	5;876694917
936;741	4;886832808
630;121	4;885666823
602;880	4;888637925
476;401	3;883364812
592;117	5;882608234
665;239	3;884293475
931;269	3;891035876
540;333	4;882156617
663;235	2;889492917
528;258	4;886812857
921;274	4;879379971
893;246	3;874829968
894;923	5;882404278
543;660	3;875659098
389;524	5;879991081
725;322	4;876103762
334;1020	4;891546181
846;42	5;883948606
221;12	5;875245283
805;748	2;879971215
308;273	2;887737084
936;591	4;886832373
92;685	3;875640708
648;449	3;884882987
560;264	3;879975231
385;1118	3;879447047
638;523	4;876695917
568;519	3;877907157
885;88	4;885713461
851;228	4;875731776
880;156	4;880243680
458;433	4;886398289
880;11	4;880167695
57;477	4;883697655
455;230	3;879111291
906;475	3;879435253
85;405	2;879453018
328;983	3;885049234
894;1010	4;880993662
922;257	4;891455049
48;1063	3;879434654
566;86	4;881649622
455;82	5;879110818
168;546	3;884287962
592;285	5;882607910
145;449	3;885557699
500;582	4;883874290
618;121	4;891308913
894;111	3;880416102
184;160	3;889911459
627;187	5;879529855
934;1449	5;891191976
830;98	5;891462467
741;699	4;891018400
913;432	3;881366721
545;434	3;884134177
159;873	2;893256062
586;184	2;884060807
922;471	3;891453501
804;1411	3;879446129
793;508	4;875104620
815;647	5;878694055
501;1014	4;883348543
145;628	2;875270932
741;174	5;891018303
417;40	3;879649199
559;205	5;891033805
479;474	5;879461279
545;944	4;879900731
880;288	4;880166451
851;977	3;875730533
906;7	3;879434846
568;179	2;877906935
885;151	4;885716221
677;109	1;889399327
717;288	1;884641717
885;386	2;885713680
851;346	5;884831499
385;558	2;879442673
846;498	4;883947861
895;13	5;879437950
934;436	3;891196610
911;190	5;892838864
435;194	4;884131627
145;742	4;875270616
406;702	3;879793295
455;250	3;879109966
846;1066	3;883950568
919;285	5;875288748
844;260	1;877381312
306;1251	5;876504026
624;477	3;879793198
757;153	3;888468995
735;748	3;876698022
533;1291	1;879366076
858;100	3;880932746
616;879	4;891224864
664;182	4;876524641
766;133	3;891309844
314;1063	5;877887568
600;511	5;888451492
328;313	4;893195532
921;227	3;879381051
704;269	4;891397015
630;213	2;885667994
44;87	5;878347742
344;408	5;884814532
751;11	1;889133177
889;121	4;880177308
374;829	2;885083439
871;17	3;888193275
365;1011	3;891304152
927;69	4;879183164
798;378	4;875743858
905;124	4;884983889
749;291	4;878848137
622;586	3;882671916
796;879	4;892612031
622;404	3;882670562
577;472	4;880470570
934;393	2;891193013
625;1016	2;891273699
286;280	4;876522097
550;596	2;883426119
802;302	4;875984532
871;876	3;888192689
276;428	4;874791870
389;969	4;880086755
717;298	3;884715172
918;443	3;891988248
299;12	5;877880350
665;151	3;884291017
788;331	4;880867372
625;522	3;891968164
721;406	1;877154989
697;257	5;882621913
898;270	4;888294408
605;371	5;879427369
192;255	2;881367505
452;504	2;875273544
860;202	4;885990932
361;319	5;879440941
297;357	4;875238922
218;514	4;877488316
860;316	3;889627165
1;165	5;874965518
577;48	5;880474530
860;333	3;876074177
586;3	5;884068767
569;100	5;879793784
429;227	2;882385934
715;108	4;875962315
757;313	3;888443263
505;144	3;889333861
846;570	4;883949698
718;15	5;883348962
705;183	2;883427988
692;866	4;876953733
431;269	3;877844062
303;869	2;879485703
290;95	4;880474590
937;242	3;876762200
429;155	2;882387633
732;289	3;882590201
904;328	2;879735136
916;212	5;880844879
721;684	4;877138200
95;511	4;879196298
921;892	3;884673402
591;709	4;891031426
870;384	3;875680597
579;202	5;880952270
741;173	2;891018366
393;121	4;887744419
329;8	2;891656391
707;248	4;886285498
648;452	3;884883679
889;12	5;880177880
856;313	5;891489217
674;245	4;887762430
456;547	3;881371660
303;147	4;879467816
374;779	3;880939186
721;51	4;877141038
804;284	4;879442732
643;238	3;891448095
709;7	3;879846440
943;51	1;888640088
87;121	5;879875893
773;185	4;888540279
738;2	3;875351530
610;508	3;888703629
940;855	5;885921980
429;204	4;882387757
899;483	4;884121572
45;284	4;881014130
75;289	1;884049789
881;375	1;876539387
458;513	4;886396314
42;1050	3;881107538
800;294	3;887645970
500;1311	1;883877467
908;151	3;879722875
749;135	4;878848189
714;471	4;892777903
936;243	2;886831820
936;1014	3;886833571
666;162	4;880568662
452;199	5;885816768
70;559	3;884066399
487;349	3;885239880
714;410	3;892777767
649;250	3;891440356
707;318	5;880061699
916;223	4;880844087
717;866	1;884642932
429;381	3;882385882
927;288	5;879199250
659;603	5;891331825
825;289	1;882109193
788;144	4;880868599
325;771	1;891480115
373;529	4;877105901
760;66	2;875668932
444;272	5;891978637
303;289	2;879466065
397;289	3;885349348
308;770	4;887738057
943;226	4;888639660
715;88	3;875964633
311;47	2;884365654
23;89	5;874785582
798;692	4;875743140
294;881	3;889241707
433;137	5;880585904
276;316	4;892436314
913;269	5;881725938
927;240	3;879177456
922;183	3;891450401
630;11	5;885668028
894;86	4;882404306
916;393	2;880845067
374;281	3;880393425
479;157	5;879461856
297;196	4;875239267
643;845	3;891445476
913;89	5;880794731
447;276	4;878854552
577;546	3;880470483
725;19	5;876106729
749;1023	3;881073104
548;762	4;891415709
664;845	2;878090381
919;687	1;875288362
940;708	3;885921953
642;1239	4;885607097
126;316	4;887855231
279;971	4;875314231
707;458	3;880060724
692;211	4;876953340
934;174	5;891191511
753;181	3;891402240
743;326	3;881277656
500;295	4;883865128
749;153	4;878848828
109;151	5;880571661
732;937	4;882589967
749;968	3;878850186
788;637	2;880870516
894;59	5;882404397
936;301	3;886831637
934;514	5;891191546
334;44	4;891548224
846;268	4;883946938
674;15	4;887762584
393;395	3;889731753
437;443	4;880142851
712;1037	4;874956981
648;72	4;884881722
749;418	5;878847498
436;167	3;887770403
830;172	5;891561606
145;308	2;885557505
429;100	5;882385807
305;49	3;886324962
584;450	2;885778571
921;845	4;879379601
749;527	4;878847364
1;116	3;878542960
28;219	5;881961728
738;517	3;892938492
243;237	2;879987148
904;739	4;879735678
880;144	5;880167670
618;651	5;891307263
622;532	3;882591091
886;518	4;876031601
554;133	4;876369272
94;1221	3;891721216
385;528	4;879470274
174;65	5;886514123
760;451	5;875668781
488;486	4;891295023
889;1188	2;880182784
768;315	3;883834448
931;258	3;891036003
328;646	3;885046174
