224;29	3;888104457
698;28	2;886366916
531;1316	4;887049214
814;444	2;885411347
537;1	2;886029889
363;1478	1;891498469
336;1118	4;877758055
745;168	3;880123671
854;260	3;882812030
896;1351	2;887160399
847;742	3;878774969
854;153	4;882813990
708;1054	3;877326158
601;1039	4;876350185
653;54	3;880152523
561;24	3;885807776
655;695	3;891585242
792;237	3;877910444
863;307	5;889289157
653;38	3;880152955
863;310	5;889288943
824;245	2;877021121
778;154	5;890670560
868;556	3;877110060
792;118	2;877910538
405;1488	1;885546680
708;112	1;877325934
837;222	3;875721793
724;329	4;883757670
845;1234	4;885409719
795;109	3;880557210
797;243	2;879439104
933;233	2;874939008
446;322	3;879787226
839;127	5;875751723
914;739	2;887124376
790;577	2;885158122
790;1471	2;885158374
727;395	3;883713692
601;65	4;876350017
847;47	2;878939700
521;257	3;884476035
868;646	5;877109435
933;195	4;874854589
868;142	1;877109874
730;340	3;880309892
293;223	4;888905990
837;16	2;875721793
896;742	1;887159464
401;216	4;891032803
660;118	2;891198479
486;405	4;879875040
269;747	4;891449646
708;276	2;877325905
702;690	1;885767392
774;444	1;888557772
650;519	4;891381545
797;720	2;879439735
653;356	1;880151734
933;265	4;874854697
349;284	5;879466156
104;121	2;888466002
405;382	1;885546336
708;281	4;877326014
497;55	3;879310705
100;885	2;891375359
790;268	4;884460878
733;274	3;879536723
246;765	2;884924026
933;357	4;874853635
653;771	2;880606620
595;127	5;886921199
868;434	3;877107056
708;930	3;892719363
682;1132	3;888521907
733;20	5;879535299
13;60	4;884538767
795;567	2;883253903
5;380	3;875637191
21;877	2;874950972
655;1018	3;887472791
234;1120	3;892079288
660;235	3;891198401
380;86	4;885478374
896;181	5;887158829
107;1243	3;891264466
795;425	3;883249522
639;423	2;891239030
755;340	1;882569732
727;94	4;883713257
756;919	5;874831383
463;892	2;889936774
363;127	4;891495169
660;675	3;891199556
601;382	4;876351582
866;882	2;891221165
727;226	3;883711966
5;105	3;875635443
614;235	5;879464437
110;31	3;886989057
925;876	3;884717404
405;792	5;885545552
769;597	2;885424001
930;238	4;879535544
682;468	5;888517869
655;699	2;887650593
854;507	4;882813623
782;1611	3;891500066
617;668	4;883789716
497;413	3;879362292
614;7	2;879464215
868;64	5;877103548
727;982	4;883713632
650;670	3;891387915
837;278	3;875722246
445;343	1;891199385
933;160	3;874853755
896;127	5;887158578
699;333	3;893140662
206;1433	1;888180049
399;139	3;882348153
537;311	3;886028446
650;211	4;891370971
561;117	3;885810220
832;243	2;888259984
194;570	3;879529356
792;762	4;877910206
795;739	1;883774317
933;1110	3;874938728
181;1281	1;878963241
363;17	4;891495918
682;365	3;888517986
21;991	2;874951039
653;692	2;880151884
442;77	3;883391325
854;512	3;882814063
930;113	5;879535573
833;271	5;879818341
497;739	4;879310474
656;312	1;892318777
660;175	3;891199367
425;89	4;878738435
224;107	3;888104522
405;1464	1;885546154
733;151	4;879535694
655;132	3;887565138
837;9	3;875721889
727;238	2;883710910
896;4	3;887159173
933;230	3;874854338
778;143	1;890804547
752;269	5;891208451
399;1207	3;882350813
653;1	4;878855383
790;79	4;885156538
653;100	4;878854666
920;310	4;884219768
873;328	4;891392756
20;22	5;879669339
486;25	4;879874838
822;101	2;891037465
349;985	3;879466118
655;435	2;887860616
254;143	4;886472643
655;316	4;889978343
920;299	2;884220163
930;265	3;879535685
896;578	2;887160653
896;455	2;887159723
490;952	2;875427532
234;162	3;892335541
682;49	3;888522194
910;273	3;880821492
201;806	3;884140049
222;245	3;878181198
702;895	1;885767534
719;274	3;888449274
336;273	5;877760032
626;336	1;878771477
914;313	3;887121969
854;825	3;882813143
896;148	2;887160606
896;9	4;887158266
833;226	3;887158946
847;262	5;878774788
521;195	4;884477775
21;408	5;874951188
847;317	3;878940732
497;63	3;879362985
650;628	3;891369982
587;328	1;892871284
833;840	2;875297195
454;606	2;881960330
537;482	4;886031375
650;604	3;891385178
655;507	4;888813371
646;877	3;888529014
854;58	3;882813825
869;476	1;884492519
933;388	1;874938620
454;504	2;888266955
868;432	2;877108624
774;150	1;888558787
865;412	1;880144504
910;56	4;880821656
13;825	1;882397651
847;1	3;878775523
254;241	4;886473190
833;433	3;875124181
194;136	5;879521167
930;235	2;879535207
682;775	1;888521981
790;570	2;885158057
660;8	2;891199781
727;627	3;883711150
925;788	3;884718204
655;191	4;887472744
222;790	1;878185068
782;257	3;891499278
497;417	2;879363627
833;150	3;875036213
82;603	5;878769479
698;195	4;886366483
896;527	4;887159723
660;210	4;891199293
813;266	2;883752660
833;217	2;875224252
933;181	2;874854100
575;318	5;878148087
486;458	3;879875069
787;362	3;888979657
68;926	1;876974298
868;709	4;877109197
828;179	4;891036972
752;750	2;891207791
293;284	2;888905122
727;568	3;883711476
853;270	4;879364822
537;1420	1;886029181
854;98	4;882814394
537;204	3;886031786
762;286	4;878718810
223;1234	3;891548646
552;258	4;879220564
865;588	2;880235060
854;297	4;882812263
833;181	2;875036321
708;336	2;892718846
234;385	2;892335309
454;604	3;881959960
795;402	2;883254905
509;690	3;883590676
617;74	5;883788859
521;203	3;884477896
234;144	3;892079840
639;215	1;891239271
20;50	3;879667937
733;148	3;879536607
774;778	5;888556046
201;1355	1;884111637
853;304	4;879364822
896;265	4;887158604
690;232	4;881177689
774;548	1;888558041
655;1010	3;887477191
363;372	4;891496077
843;504	2;879446911
782;181	3;891499213
790;739	4;885156686
873;342	4;891392698
727;402	3;883711847
733;544	1;879535407
682;23	4;888519725
873;339	3;891392871
20;243	4;879667799
653;183	3;878854100
833;163	3;875122814
650;1419	3;891381884
863;909	3;889289619
782;304	4;891497906
497;805	3;879362835
790;135	3;885156538
399;561	2;882345335
727;815	3;883709188
655;502	4;887477168
933;654	4;874854338
795;191	4;883249962
425;161	3;878738187
699;546	3;879147769
832;264	3;888259480
526;181	4;885682448
537;494	4;886031752
35;321	3;875458970
655;1082	3;887425655
3;353	1;889237122
843;1135	3;879447377
847;417	2;878941588
863;292	2;889289067
925;260	3;884717669
699;270	4;893140745
405;181	5;885547909
655;793	3;888813186
698;187	2;886366916
683;288	3;893286259
149;311	3;883512752
49;200	3;888067358
832;895	2;888259285
863;304	3;889289240
843;216	2;879446806
537;506	3;886031860
896;379	2;887159805
727;108	3;883709948
595;1010	4;886922069
933;392	3;874854652
497;795	1;879363284
868;24	2;877108385
756;225	1;874830864
854;258	4;882811810
833;526	4;875224515
655;1578	3;887650714
496;68	4;876067192
201;697	4;884140115
869;275	4;884490936
405;435	1;885547176
682;752	4;888523634
868;193	2;877108123
537;708	3;886031860
795;202	3;881529874
442;92	5;883389776
682;625	3;888523155
727;186	5;883710598
201;1	3;884113635
552;628	3;879221833
745;20	1;880123905
222;472	2;877563998
915;346	2;891030070
896;188	3;887159011
486;50	5;879874582
930;117	3;879534803
869;1132	1;884492906
843;650	3;879447801
847;663	2;878940954
587;322	3;892871113
49;283	3;888066086
774;101	2;888558018
782;313	5;891497697
833;200	4;875131847
336;85	3;877758078
828;752	1;891035438
537;972	3;886032123
234;615	5;892079722
869;237	4;884490745
234;304	3;891033591
847;210	3;878940584
915;347	5;891031477
537;378	2;886032154
234;635	2;892336358
102;2	2;888801522
727;230	3;883711847
13;899	1;892015288
269;167	1;891451648
655;1042	2;887523641
774;508	3;888558731
595;676	2;886921140
708;405	4;877325881
752;887	1;891207846
820;328	2;887955079
854;269	4;882811742
896;800	3;887161448
756;228	3;874828640
750;886	3;879446114
896;33	2;887160209
537;430	3;886031297
869;287	2;884492047
537;471	3;886030012
102;174	4;888801360
222;1145	3;878185137
655;1195	3;887693376
896;284	4;887159972
486;100	5;879875465
49;702	3;888066614
246;226	2;884923329
803;304	3;880054792
854;271	4;882811937
933;105	2;874938475
782;894	2;891498031
655;226	3;887429732
833;591	2;875036139
698;135	3;886366483
833;1335	2;875038433
262;204	3;879793667
655;972	3;887475213
761;7	4;876190206
683;327	4;893286260
769;473	3;885424337
803;340	5;880055088
617;452	1;883789590
13;28	5;882398814
774;655	1;888555998
104;328	3;888442249
843;226	3;879443865
497;372	4;879362875
790;1185	2;885158257
833;429	3;875123506
930;756	3;879535015
774;380	2;888556968
63;10	4;875748004
847;181	4;878775821
653;111	2;878854996
782;1598	2;891499556
868;169	5;877106505
933;95	3;874853666
868;127	4;877103679
531;894	1;887049214
727;544	3;883709518
425;228	4;878738334
399;433	3;882344269
682;280	3;888517740
201;1208	4;884140927
275;174	4;875155257
363;8	5;891497853
82;1059	1;884714456
699;870	3;879147814
521;827	1;884476904
782;300	4;891497906
405;704	2;885546577
13;671	3;882396790
13;358	3;881515521
653;367	3;878867228
790;685	4;884461988
914;732	2;887123465
745;276	1;880123905
561;488	4;885807290
933;575	1;874938620
790;365	4;885157465
933;474	5;874853734
521;216	2;885253247
682;797	2;888522613
445;93	1;891199945
49;174	1;888067691
868;726	2;877109926
401;211	4;891033092
933;153	3;874853779
653;79	4;878854051
790;949	4;885156825
745;169	4;880123671
561;636	1;885809670
21;672	3;874951727
224;570	4;888104522
653;739	3;880152902
782;1620	3;891499440
843;101	3;879447424
863;990	1;889289385
699;1057	3;880696553
510;326	4;887667751
708;225	2;892719172
653;142	2;880153378
727;576	4;883713454
790;202	3;885156904
854;498	3;882813877
21;9	5;874951188
896;1267	2;887160165
425;743	4;878739054
446;321	4;879786943
181;1368	1;878962200
915;301	2;891030032
769;1	4;885423720
824;319	2;877020927
5;210	3;875636099
660;652	4;891200370
521;526	3;885254307
752;323	1;891208261
454;71	3;888266754
201;284	3;884140336
854;466	3;882813761
752;1176	2;891208170
698;357	4;886366454
537;91	2;886031438
868;498	3;877104913
896;587	3;887159603
733;471	3;879535814
792;742	3;877909709
854;479	4;882813623
336;716	2;877758001
207;45	3;878104569
425;334	4;890346567
609;285	5;886894879
865;100	4;880143232
847;235	1;878776020
843;708	2;879448230
425;269	4;890346376
682;693	3;888517537
544;300	4;884795612
896;173	5;887158683
778;712	3;890803176
234;127	4;892078386
655;1153	3;887477336
774;100	1;888558731
13;841	1;882398076
896;557	3;887160426
896;145	1;887161413
868;778	2;877109375
561;435	3;888232990
639;1065	1;891239030
896;320	3;887159530
933;940	1;874938664
405;46	1;885546445
868;509	3;877106470
774;573	2;888557804
650;585	1;891387979
587;305	4;892871068
682;300	2;888518320
795;640	4;883251200
13;803	3;882398255
795;1041	3;883254780
646;748	3;888529054
833;64	3;875039204
399;11	4;882344199
405;940	1;885547605
933;216	3;874938239
699;20	4;879147239
363;582	2;891496306
925;561	3;884718100
646;272	4;888528483
401;99	4;891033582
896;810	1;887160958
399;511	3;882341848
896;206	3;887159368
843;154	3;879446281
843;671	3;879446889
854;799	3;882814298
639;86	4;891239406
727;1188	2;883712632
752;315	2;891207791
637;1258	1;882905070
289;117	4;876789514
782;295	2;891499321
262;219	3;879794206
380;514	2;885478780
790;85	3;885156825
792;25	2;877909892
733;950	4;879535643
756;432	4;874829258
795;998	3;883255182
839;323	4;875751559
843;637	2;879443297
486;1143	3;879874726
774;1118	3;888556047
868;68	2;877106505
782;1664	4;891499699
655;327	3;888685734
828;316	5;891034440
637;300	3;882900888
21;987	3;874951616
752;589	4;891208491
896;231	1;887160771
201;125	2;884140709
497;391	3;879362545
837;111	4;875722050
655;88	2;890887261
486;459	2;879875040
595;290	4;886921748
920;333	4;884219993
920;307	3;884219993
782;1513	2;891499440
761;283	4;876190160
896;92	1;887160296
833;679	3;875224482
933;384	1;874938475
896;282	2;887158555
761;263	1;876189950
655;712	3;887474050
933;228	4;874854217
161;225	1;891172322
854;544	3;882812852
537;1154	1;886032000
526;845	5;885682590
896;180	5;887158660
401;591	3;891032607
896;7	4;887159145
933;476	2;874854953
845;340	1;885409719
896;80	2;887160938
724;1434	1;883757597
933;569	1;874938850
682;378	3;888517986
782;1590	3;891500028
537;224	3;886030109
769;685	3;885424305
727;559	2;883712282
102;301	3;885697464
217;405	3;889069878
854;14	4;882812225
104;407	2;888465936
933;866	2;874938620
655;1631	4;888685734
782;316	4;891498436
587;302	3;892870956
790;155	3;885157061
537;131	4;886031407
854;1281	2;882812314
234;258	2;891033627
521;496	2;885253668
698;22	1;886368545
833;346	5;884828744
762;256	3;878719448
914;775	3;887124121
896;172	5;887158555
790;1028	3;884462692
399;465	3;882350005
631;294	3;888465155
833;655	2;875131810
795;410	2;880559227
653;145	2;880153705
843;632	2;879447146
727;53	1;883712851
869;100	5;884493279
5;448	2;875720692
639;990	1;891238689
116;124	3;876453733
933;25	2;874854589
497;156	5;879361872
483;173	4;884047454
405;730	1;885545975
682;922	3;888517816
847;740	4;878938982
544;346	4;884795135
302;266	2;879436981
719;162	4;879361003
650;363	2;891382876
201;1166	3;884113806
405;1027	1;885548048
863;302	4;889288910
896;616	3;887160653
910;284	3;880821969
868;1206	3;877112033
866;315	4;891221206
782;1190	2;891500230
609;948	1;886895886
782;331	3;891497854
925;447	4;884717963
792;405	3;877909753
561;639	3;885809291
787;748	4;888979606
719;468	3;879361023
405;757	1;885549095
833;860	2;875124604
847;496	4;878940954
486;279	4;879874939
82;212	4;878769410
405;341	1;885549904
521;183	3;884477630
790;1016	2;884461925
497;172	5;879310705
650;1050	3;891369620
930;282	4;879534667
682;756	2;888521942
778;550	4;890670638
13;280	4;882399528
900;654	2;877833924
914;381	3;887122325
502;754	2;883701927
405;658	4;885545516
727;553	2;883710186
650;504	3;891369889
63;285	3;875747470
761;9	2;876190235
755;299	2;882569732
843;162	2;879447625
682;77	3;888517562
896;801	2;887161564
896;117	2;887159173
486;148	2;879874903
782;1143	2;891500194
617;1612	1;883788511
833;223	4;875038888
910;1025	2;881420507
537;676	4;886029889
537;514	4;886030583
792;1054	1;877910666
833;401	2;875135113
698;211	2;886367066
442;871	1;883389455
782;887	4;891498676
660;429	4;891199833
843;527	3;879448138
933;1188	1;874938474
782;333	3;891497698
410;272	4;888627138
639;714	2;891239886
617;218	2;883789464
896;632	2;887159261
104;471	3;888465290
496;333	3;876063848
933;652	3;874854424
795;132	3;883249522
724;264	3;883758119
201;1103	3;884140487
293;696	2;888905229
847;191	4;878940652
502;323	4;883702447
868;69	2;877107416
699;19	4;878882667
868;161	2;877107056
660;181	4;891197998
847;8	4;878941082
223;278	4;891549901
869;127	5;884493279
652;748	3;882566948
101;1028	3;877136449
275;419	3;880314383
843;230	3;879443763
363;39	4;891495339
101;472	3;877136711
683;879	3;893283997
833;576	3;875224603
755;310	4;882569604
561;1294	1;891710133
910;300	4;881420194
222;380	4;878184545
116;690	3;877934548
660;47	2;891200456
509;245	2;883591109
595;986	2;886921945
847;141	3;878941144
497;144	4;879310792
561;182	3;885807318
653;585	2;880153522
854;1047	1;882812906
896;195	4;887159578
486;307	3;879874388
254;228	4;886472609
699;95	3;878883173
682;472	3;888522699
653;118	3;878854810
733;1375	3;879535559
774;96	2;888557276
698;516	2;886367809
561;284	1;885809626
896;662	3;887160529
782;301	3;891498139
837;1049	1;875722298
578;268	2;890939697
930;176	3;879535663
863;362	1;889289122
847;117	2;878775570
690;63	3;881177804
828;331	4;891380166
869;298	3;884491734
868;67	3;877109597
837;472	3;875722141
843;214	3;879447453
502;682	5;883701927
683;626	3;893286550
587;1625	4;892871732
193;159	4;889124191
639;323	1;891238876
863;538	2;889289122
774;1228	1;888557556
774;72	1;888556121
13;522	5;882140425
839;235	4;875752433
782;340	3;891497963
833;264	2;878077967
896;496	4;887158029
690;77	3;881179906
405;378	4;885546379
896;393	3;887159464
570;321	1;881262795
727;17	1;883711011
774;1090	1;888558419
293;315	3;888904513
537;651	3;886030862
803;289	3;880055309
660;1615	2;891198441
401;185	4;891033523
268;450	1;875745536
609;147	1;886895016
833;23	5;875123427
526;271	3;885682124
682;774	4;888522894
653;619	3;880152085
655;1044	3;887564483
833;32	5;875123255
790;10	1;884461988
900;478	2;877833923
363;25	3;891496337
854;469	5;882814571
837;125	5;875722032
682;367	3;888521783
847;219	4;878940618
843;446	3;879443442
750;338	3;879445961
843;528	3;879447030
405;954	4;885547268
833;184	3;875039039
442;928	3;883391299
601;228	5;876350400
896;153	4;887158165
660;423	3;891199942
454;988	2;888015879
561;596	2;885809958
854;19	3;882812826
868;191	3;877107143
521;1	2;884475825
496;151	3;876067445
854;13	3;882812755
699;269	4;893140697
63;322	2;875746986
650;898	3;891368914
521;403	4;885253758
655;59	4;887564613
719;410	1;883354126
181;1215	1;878963304
655;427	4;891585242
660;209	4;891406212
814;413	2;885411749
617;674	3;883789536
910;357	4;880821718
745;1	2;880122809
708;628	3;892719246
790;233	3;885157230
787;294	3;888979606
405;89	1;885547952
601;1116	4;876350944
660;163	2;891199992
655;479	4;888474107
782;307	4;891497854
650;25	3;891385826
521;265	3;885253247
655;333	2;887472879
915;305	2;891030070
795;412	3;883254675
833;581	1;875223813
873;358	2;891392698
561;526	3;885808796
561;11	4;885807743
843;89	5;879444670
933;194	4;874854135
526;298	4;885682528
774;174	3;888557198
847;196	3;878939839
896;450	1;887161728
795;81	4;883250055
639;28	4;891239239
690;203	4;881179631
690;158	4;881177835
795;62	4;883254564
537;463	3;886030738
587;321	2;892871113
854;696	2;882812961
537;890	1;886029526
868;158	1;877111328
614;121	4;879464398
609;313	5;886894637
708;678	2;892719007
933;229	1;874939078
726;1	4;890079166
933;89	4;874853957
655;975	3;887426446
655;378	1;887430410
843;300	3;879442947
655;448	4;888474934
552;1362	3;879222698
745;275	1;880123905
246;433	5;884921488
865;99	1;880235060
795;564	1;883774317
833;664	3;875124225
537;806	3;886031074
405;69	4;885545111
782;261	2;891498865
116;270	3;879864042
756;97	3;874829484
699;1010	3;878882563
868;732	3;877107416
269;479	4;891448980
843;239	3;879447670
349;696	3;879465934
269;697	4;891447931
896;493	5;887157978
445;1067	1;891200390
863;886	3;889289327
868;631	4;877111453
910;50	5;880822060
854;180	4;882813537
933;53	1;874855104
814;288	4;885410789
719;509	2;879360933
49;477	2;888067727
761;402	3;876189829
561;737	3;885810706
900;100	4;877832904
847;568	4;878941442
655;515	4;887425458
268;239	3;875310491
614;286	2;879464507
561;478	4;885807290
698;945	2;886367100
207;129	3;877751037
702;380	4;885767774
787;879	4;888979721
693;211	2;875484789
833;38	1;879818760
653;198	4;880151426
537;195	3;886031407
910;12	4;880821718
537;483	4;886030583
782;1173	2;891500230
832;288	3;888259984
896;720	1;887235026
708;117	4;877325236
223;819	3;891550404
769;237	3;885423954
451;887	1;879012858
653;318	4;878854383
727;163	4;883711550
578;313	5;887229355
813;304	1;883752380
682;550	2;888522541
269;108	5;891457067
653;333	5;878853678
930;286	3;879533975
833;1187	5;875035850
486;293	3;879874545
293;411	2;888905170
790;22	5;885155540
824;748	1;877021077
110;739	4;886988937
733;762	4;879535847
693;504	5;875483302
854;42	4;882813990
733;245	3;879544466
595;100	4;886921112
486;294	2;879874187
910;313	4;884229092
537;56	5;886030652
653;237	2;878855365
207;177	3;891759050
843;392	2;879447377
217;11	4;889069741
925;217	2;884718100
537;325	1;886029153
868;503	3;877106421
526;125	2;885682657
401;429	3;891032847
896;77	4;887160270
652;328	4;882567058
733;244	2;879535886
637;328	4;882900888
222;333	5;877562819
854;826	2;882813453
795;431	4;883253193
896;101	3;887160070
727;111	3;883709266
790;259	2;884461023
486;473	3;879875188
442;986	1;883391377
100;346	3;891375630
268;363	1;875744228
698;132	4;886367066
782;1665	2;891500194
682;143	3;888523115
614;237	2;879464216
552;619	3;879222632
698;640	2;886367849
655;164	2;887430072
617;1187	3;883788900
363;28	4;891495339
405;1069	1;885546154
896;328	1;887235731
868;154	3;877107539
693;382	4;875482689
486;222	3;879874939
843;194	2;879445590
682;144	3;888522418
293;117	3;888904696
733;276	5;879535299
839;106	2;875752317
463;1007	3;877387935
486;328	2;879873973
399;356	3;882344512
655;1090	3;887430855
853;334	3;879364744
782;1243	3;891498558
847;480	3;878940039
655;1248	3;887473879
631;323	2;888465216
646;259	3;888528978
797;327	2;879438992
363;230	2;891497440
795;21	3;880557953
281;300	4;881200643
845;896	3;885409374
537;79	3;886032123
655;197	3;887426864
655;447	4;888813372
451;873	5;879012684
896;928	3;887161033
724;906	1;883757468
833;273	3;875035954
896;482	3;887158359
774;181	3;888557236
537;603	4;886030622
914;781	5;887123464
655;1136	2;887427568
223;28	4;891550684
269;268	5;891446132
399;1042	3;882348283
655;639	3;887473803
896;679	3;887160813
733;281	2;879536567
868;566	1;877111394
693;185	5;875483301
930;255	3;879534667
733;250	1;879535502
63;993	2;875747635
726;294	5;889828701
724;294	4;883757726
655;1549	2;891585574
845;308	4;885409493
650;203	3;891369924
405;1429	1;885549903
578;751	3;887229503
442;164	2;883390083
575;603	5;878148012
727;810	2;883712652
222;685	4;881061165
442;441	3;883390083
693;611	4;875484406
682;346	2;888518320
782;321	2;891498381
910;98	4;881421309
828;906	3;891034148
682;235	1;888521833
814;669	3;885411204
727;144	4;883710395
803;259	2;880054971
698;385	4;886367366
336;393	3;877756618
868;433	4;877103195
782;1014	2;891499611
626;270	2;878771355
637;1284	1;882905070
26;471	2;891371676
693;230	2;875483381
790;121	3;884461657
682;82	4;888522541
833;174	2;875038529
699;1643	3;879147169
833;1149	4;875123677
843;495	3;879447170
896;147	2;887159464
727;1206	2;883712315
537;381	3;886031678
617;1316	1;883788511
828;170	3;891037231
795;1095	3;883767108
756;275	3;874827103
752;1527	1;891208077
727;940	2;883713521
561;1021	4;885807962
854;1011	2;882813047
653;840	4;878854737
405;313	4;885544635
685;882	3;879451401
843;215	2;879447214
896;1098	3;887159146
854;493	5;882813933
790;1118	3;885156046
853;690	2;879364744
933;127	5;874853898
847;578	3;878940805
193;333	1;889123039
194;550	3;879524504
854;83	4;882813691
561;692	1;885810084
708;819	3;877325349
181;299	1;878961749
713;272	4;888881939
863;272	5;889288910
868;747	2;877109566
896;735	3;887159262
868;1037	1;877113481
206;1233	1;888180018
795;919	4;880557617
690;89	2;881179505
847;13	3;878938897
933;232	1;874938354
854;421	3;882814028
561;201	3;885807291
637;619	2;882903914
655;944	3;891585504
869;1163	2;884492238
442;239	3;883388401
896;1249	2;887161518
217;684	5;889069782
690;53	2;881180005
425;403	4;878738548
708;981	3;892719304
653;172	3;878854051
854;471	2;882812928
854;357	4;882814235
787;359	3;888979547
363;789	4;891494962
865;547	5;880143232
813;750	4;883752264
797;298	3;879439362
497;449	2;879310966
561;1115	3;885809146
833;578	1;875224603
650;208	5;891371090
698;228	3;886367442
910;307	2;880821815
497;388	4;879363253
652;879	3;882566924
896;62	2;887161488
650;191	4;891381546
405;1101	3;885546287
761;742	2;876190370
843;651	2;879447837
631;315	4;888464916
930;165	5;879535609
847;70	3;878940584
795;95	4;881529851
181;1325	1;878962816
537;845	2;886030078
490;255	1;875428309
451;1038	1;879012889
699;206	3;878883173
930;64	4;879535641
222;1250	1;881060635
405;709	1;885547314
561;207	3;885809245
925;98	4;884717862
790;427	4;885155172
752;260	3;891208261
843;385	3;879444801
896;422	3;887159972
896;380	2;887159748
843;229	3;879443908
650;601	3;891386964
854;1028	2;882813421
698;526	2;886366611
181;1242	1;878962349
561;629	3;885809119
896;655	4;887159109
626;879	1;878771418
847;482	2;878940584
655;1144	3;888475015
854;756	3;882813364
202;179	1;879727294
828;748	2;891035438
537;715	4;886032029
727;474	3;883710910
26;515	4;891352940
774;250	3;888559123
755;538	4;882570023
930;137	2;879535734
782;1292	3;891499700
153;322	3;881370900
933;144	4;874854932
561;176	4;885807345
655;471	3;887611594
910;9	4;880821079
698;498	4;886366515
653;482	2;880150218
868;755	4;877112184
363;384	1;891498066
690;636	4;881179969
425;258	2;878737511
925;816	3;884718156
865;475	4;880143425
617;302	4;883788511
933;840	3;874939230
933;167	2;874938491
933;94	1;874938475
843;168	3;879446255
222;230	4;878182058
405;738	1;885547447
813;263	3;883752606
21;286	3;874950889
254;200	3;886472504
690;642	3;881179937
847;89	2;878940332
896;24	4;887159344
837;1009	5;875721765
724;895	4;883757727
774;214	3;888556517
496;1091	1;876068433
401;88	4;891033319
425;455	2;878738992
234;1010	2;892335415
790;183	4;885156193
537;340	4;886028604
792;15	4;877909865
719;98	5;877310859
13;336	2;882140848
896;420	4;887158739
752;332	4;891208170
752;752	3;891208213
795;50	3;880557114
833;13	2;875036139
655;372	3;887428507
727;25	3;883708927
863;336	2;889289327
724;351	1;883758241
561;25	2;885809426
293;410	2;888905034
509;181	4;883591826
13;813	1;882139863
727;679	5;883712315
650;642	3;891370065
778;35	1;891234406
293;238	4;888906464
614;1142	3;879463965
833;76	2;875124382
201;508	4;884140458
833;197	3;875123427
910;1	4;880822060
730;151	4;880310371
293;820	2;888905306
868;82	2;877112001
682;1019	5;888519519
782;245	4;891498139
782;1254	3;891499829
454;602	2;888267521
795;203	3;881530198
116;127	5;876454257
193;347	4;889122906
782;1088	2;891499611
896;183	4;887235690
13;882	3;886952438
708;289	4;892719062
910;25	3;880822203
920;288	3;884219768
813;270	5;883752380
915;752	3;891030120
833;298	5;875036383
896;68	3;887160313
183;50	2;891467546
727;128	4;883712016
854;249	3;882812928
930;1048	2;879535160
896;402	4;887159173
896;274	2;887158865
655;61	3;887564614
782;1670	3;891497793
774;597	2;888558565
660;257	4;891197934
537;980	3;886030051
587;988	2;892871641
650;258	3;891368960
719;402	4;879360933
425;50	5;878738335
425;27	3;878738695
839;864	3;875751958
790;80	2;885157575
405;1529	1;885549635
497;926	2;879309759
733;297	3;879535559
933;210	3;874853734
496;206	4;876068615
868;114	5;877103371
656;300	2;892318614
865;1240	5;880235099
224;729	3;888104188
446;300	3;879787149
896;128	4;887159321
933;665	1;874938878
782;256	2;891500150
790;203	4;885155459
933;186	4;874938563
863;286	5;889289191
655;111	2;887523664
655;357	4;887426864
181;370	2;878963418
601;387	3;876350583
537;173	4;886030682
713;690	1;888882179
405;170	1;885549506
756;983	2;874830305
405;1573	1;885549464
790;475	3;884461657
795;405	1;883774317
222;223	4;878181535
868;1188	1;877110060
561;925	3;885810084
868;317	5;877107961
653;232	2;880152426
933;56	5;874853688
778;246	2;890769632
854;175	4;882813797
868;550	4;877112393
254;135	5;886471880
217;825	3;889070266
854;168	4;882814435
795;39	4;883253661
445;879	2;891199331
201;45	2;884111958
181;287	2;878963038
63;294	2;875747047
833;645	3;875039416
756;222	2;874828967
782;1257	1;891500230
646;323	3;888529153
655;603	4;887473605
933;735	3;874853846
617;854	1;883789464
405;466	1;885548633
778;405	3;890727091
833;448	3;875124495
570;340	3;881262145
833;980	3;875035800
650;639	3;891371116
853;880	5;879364822
234;843	2;892334400
293;73	2;888906869
537;499	3;886031634
486;281	3;879874629
399;919	2;882510379
660;523	3;891200534
761;282	4;876190752
690;127	4;881178213
293;66	2;888906781
617;200	5;883789425
234;768	2;892335990
537;953	3;886031473
787;691	4;888979123
234;699	3;892079538
719;294	2;877311109
868;207	3;877107189
269;673	4;891448322
693;228	2;875483947
756;88	1;874829743
863;348	2;889289456
405;1090	1;885548670
349;459	4;879465569
790;168	4;885155230
843;197	2;879446638
833;467	2;875038626
833;230	1;875223923
896;51	2;887159951
790;283	2;884461517
246;175	4;884921362
933;411	2;874938689
201;33	4;884112487
425;684	2;878738385
655;1448	3;887523224
268;449	2;875744357
445;1378	2;891199635
910;124	3;880821124
682;48	4;888517264
727;147	3;883709402
463;286	4;877387935
727;366	3;883712397
222;465	2;878183898
790;568	3;885157087
774;674	2;888557683
224;526	4;888082495
201;737	2;884112077
405;621	1;885548932
745;302	4;880122475
803;264	2;880055309
682;1228	1;888522699
896;1045	3;887159012
289;109	3;876789628
655;1311	3;887474473
868;547	3;877112559
795;1	4;883767204
660;182	2;891200213
727;399	3;883712717
380;1101	4;885479487
497;42	4;878759777
828;288	3;891034237
833;47	5;875123299
201;705	3;884113302
795;10	4;880556527
933;166	3;874854062
910;118	3;881420857
13;778	3;886302694
181;1341	1;878962169
209;293	4;883417796
617;671	4;883789425
843;1	3;879446186
